,timestamp,GPS_INPUT.sysid,GPS_INPUT.compid,GPS_INPUT.time_usec,GPS_INPUT.gps_id,GPS_INPUT.ignore_flags,GPS_INPUT.time_week_ms,GPS_INPUT.time_week,GPS_INPUT.fix_type,GPS_INPUT.lat,GPS_INPUT.lon,GPS_INPUT.alt,GPS_INPUT.hdop,GPS_INPUT.vdop,GPS_INPUT.vn,GPS_INPUT.ve,GPS_INPUT.vd,GPS_INPUT.speed_accuracy,GPS_INPUT.horiz_accuracy,GPS_INPUT.vert_accuracy,GPS_INPUT.satellites_visible,GPS_INPUT.yaw,GPS_INPUT.lat_deg,GPS_INPUT.lon_deg,GPS_INPUT.rate
2795,1728408066.872,1,220,0,0,185,0,0,3,476194890,-1223629380,0.0,0.6000000238418579,3.5394210815429688,0.0,0.0,0.0,0.0,3.5394210815429688,0.0,26,30700,47.619489,-122.362938,3.6212203500077984
2796,1728408067.151,1,220,0,0,185,0,0,3,476194867,-1223629438,0.0,0.6000000238418579,3.434159278869629,0.0,0.0,0.0,0.0,3.434159278869629,0.0,26,30600,47.6194867,-122.3629438,3.6062026661095254
2797,1728408067.3969998,1,220,0,0,185,0,0,3,476194867,-1223629438,0.0,0.6000000238418579,3.4771504402160645,0.0,0.0,0.0,0.0,3.4771504402160645,0.0,26,30600,47.6194867,-122.3629438,3.63504174123386
2798,1728408067.6529999,1,220,0,0,185,0,0,3,476194853,-1223629474,0.0,0.6000000238418579,3.4771504402160645,0.0,0.0,0.0,0.0,3.4771504402160645,0.0,26,30600,47.6194853,-122.3629474,3.637686335519545
2799,1728408067.9229999,1,220,0,0,185,0,0,3,476194841,-1223629506,0.0,0.6000000238418579,3.524184226989746,0.0,0.0,0.0,0.0,3.524184226989746,0.0,26,30600,47.6194841,-122.3629506,3.6264733425542026
2800,1728408068.181,1,220,0,0,185,0,0,3,476194841,-1223629506,0.0,0.6000000238418579,3.524184226989746,0.0,0.0,0.0,0.0,3.524184226989746,0.0,26,30600,47.6194841,-122.3629506,3.639010312992069
2801,1728408068.447,1,220,0,0,185,0,0,3,476194828,-1223629539,0.0,0.6000000238418579,3.555143117904663,0.0,0.0,0.0,0.0,3.555143117904663,0.0,26,30700,47.6194828,-122.3629539,3.642987243216351
2802,1728408068.694,1,220,0,0,185,0,0,3,476194828,-1223629539,0.0,0.6000000238418579,3.555143117904663,0.0,0.0,0.0,0.0,3.555143117904663,0.0,26,30700,47.6194828,-122.3629539,3.649635023793565
2803,1728408068.9959998,1,220,0,0,185,0,0,3,476194842,-1223629524,0.0,0.6000000238418579,3.539973497390747,0.0,0.0,0.0,0.0,3.539973497390747,0.0,26,30700,47.6194842,-122.3629524,3.638348203808547
2804,1728408069.2319999,1,220,0,0,185,0,0,3,476194842,-1223629524,0.0,0.6000000238418579,3.539973497390747,0.0,0.0,0.0,0.0,3.539973497390747,0.0,26,30700,47.6194842,-122.3629524,3.6324009893894638
2805,1728408069.487,1,220,0,0,185,0,0,3,476194842,-1223629531,0.0,0.6000000238418579,3.4777235984802246,0.0,0.0,0.0,0.0,3.4777235984802246,0.0,26,30800,47.6194842,-122.3629531,3.6127167542928156
2806,1728408069.7589998,1,220,0,0,185,0,0,3,476194842,-1223629531,0.0,0.6000000238418579,3.4777235984802246,0.0,0.0,0.0,0.0,3.4777235984802246,0.0,26,30800,47.6194842,-122.3629531,3.642323844337459
2807,1728408070.024,1,220,0,0,185,0,0,3,476194842,-1223629534,0.0,0.6000000238418579,3.4987709522247314,0.0,0.0,0.0,0.0,3.4987709522247314,0.0,26,31000,47.6194842,-122.3629534,3.631741440136545
2808,1728408070.276,1,220,0,0,185,0,0,3,476194842,-1223629534,0.0,0.6000000238418579,3.4987709522247314,0.0,0.0,0.0,0.0,3.4987709522247314,0.0,26,31000,47.6194842,-122.3629534,3.6245015483380914
2809,1728408070.5509999,1,220,0,0,185,0,0,3,476194901,-1223629422,0.0,0.6000000238418579,3.5072996616363525,0.0,0.0,0.0,0.0,3.5072996616363525,0.0,26,31000,47.6194901,-122.3629422,3.6205646980992463
2810,1728408070.7949998,1,220,0,0,185,0,0,3,476194901,-1223629422,0.0,0.6000000238418579,3.5072996616363525,0.0,0.0,0.0,0.0,3.5072996616363525,0.0,26,31000,47.6194901,-122.3629422,3.6503012476920196
2811,1728408071.07,1,220,0,0,185,0,0,3,476194926,-1223629359,0.0,0.6000000238418579,3.5718491077423096,0.0,0.0,0.0,0.0,3.5718491077423096,0.0,26,31100,47.6194926,-122.3629359,3.62713097957608
2812,1728408071.309,1,220,0,0,185,0,0,3,476194926,-1223629359,0.0,0.6000000238418579,3.5718491077423096,0.0,0.0,0.0,0.0,3.5718491077423096,0.0,26,31100,47.6194926,-122.3629359,3.637025023372522
2813,1728408071.57,1,220,0,0,185,0,0,3,476194926,-1223629359,0.0,0.6000000238418579,3.5718491077423096,0.0,0.0,0.0,0.0,3.5718491077423096,0.0,26,31100,47.6194926,-122.3629359,3.6656890893306247
2814,1728408072.138,1,220,0,0,185,0,0,3,476194936,-1223629329,0.0,0.6000000238418579,3.9858663082122803,0.0,0.0,0.0,0.0,3.9858663082122803,0.0,26,31100,47.6194936,-122.3629329,3.6589827491554807
2815,1728408072.408,1,220,0,0,185,0,0,3,476194936,-1223629329,0.0,0.6000000238418579,3.770580291748047,0.0,0.0,0.0,0.0,3.770580291748047,0.0,26,31100,47.6194936,-122.3629329,3.6416606870284185
2816,1728408072.642,1,220,0,0,185,0,0,3,476194954,-1223629274,0.0,0.6000000238418579,3.770580291748047,0.0,0.0,0.0,0.0,3.770580291748047,0.0,26,31300,47.6194954,-122.3629274,3.6623327691939283
2817,1728408072.9039998,1,220,0,0,185,0,0,3,476194954,-1223629274,0.0,0.6000000238418579,3.679511785507202,0.0,0.0,0.0,0.0,3.679511785507202,0.0,26,31300,47.6194954,-122.3629274,3.662332929085556
2818,1728408073.171,1,220,0,0,185,0,0,3,476194963,-1223629231,0.0,0.6000000238418579,3.679511785507202,0.0,0.0,0.0,0.0,3.679511785507202,0.0,26,32500,47.6194963,-122.3629231,3.656975772940062
2819,1728408073.447,1,220,0,0,185,0,0,3,476194966,-1223629206,0.0,0.6000000238418579,3.591888189315796,0.0,0.0,0.0,0.0,3.591888189315796,0.0,26,32700,47.6194966,-122.3629206,3.6784991478191236
2820,1728408073.6599998,1,220,0,0,185,0,0,3,476194966,-1223629206,0.0,0.6000000238418579,3.591888189315796,0.0,0.0,0.0,0.0,3.591888189315796,0.0,26,32700,47.6194966,-122.3629206,3.6697247385346583
2821,1728408073.961,1,220,0,0,185,0,0,3,476194963,-1223629197,0.0,0.6000000238418579,3.4320414066314697,0.0,0.0,0.0,0.0,3.4320414066314697,0.0,26,32600,47.6194963,-122.3629197,3.6370248656830646
2822,1728408074.1929998,1,220,0,0,185,0,0,3,476194963,-1223629197,0.0,0.6000000238418579,3.4320414066314697,0.0,0.0,0.0,0.0,3.4320414066314697,0.0,26,32600,47.6194963,-122.3629197,3.6523010615461295
